Airline,Route,sentiment_score
Qatar Airways,Sulaymaniyah to Manchester via Doha,0.7787
Singapore Airlines,Surabaya to Haneda via Singapore,0.0209
Singapore Airlines,Surabaya to Melbourne via Singapore,0.9927
Cathay Pacific Airways,Surabaya to Seoul via Hong Kong,-0.8765
Singapore Airlines,Surabaya to Singapore,0.9691
Singapore Airlines,Surabaya to Singapore,0.25
Singapore Airlines,Surabaya to Singapore,0.9493
Qatar Airways,Sydney to Amman via Doha,-0.8157
Qatar Airways,Sydney to Amsterdam via Doha,0.926
Qatar Airways,Sydney to Amsterdam via Doha,0.936
Emirates,Sydney to Amsterdam via Dubai,0.8942
Cathay Pacific Airways,Sydney to Amsterdam via Hong Kong,0.9941
Singapore Airlines,Sydney to Amsterdam via Singapore,0.9912
Singapore Airlines,Sydney to Amsterdam via Singapore,0.9162
Qatar Airways,Sydney to Athens via Doha,0.4215
Qatar Airways,Sydney to Athens via Doha,-0.7346
Emirates,Sydney to Athens via Dubai,-0.1049
Emirates,Sydney to Athens via Dubai,0.3045
Emirates,Sydney to Bangkok,-0.296
Singapore Airlines,Sydney to Bangkok via Singapore,0.8588
Cathay Pacific Airways,Sydney to Beijing via Hong Kong,0.7322
Qatar Airways,Sydney to Beirut via Doha,-0.8658
Qatar Airways,Sydney to Berlin via Doha,0.012
Emirates,Sydney to Birmingham,0.3546
Emirates,Sydney to Cairo via Dubai,0.9397
Qatar Airways,Sydney to Cardiff via Doha,0.6652
Emirates,Sydney to Christchurch,0.976
Emirates,Sydney to Christchurch,-0.9543
Emirates,Sydney to Christchurch,-0.8698
Singapore Airlines,Sydney to Colombo via Singapore,-0.7181
Emirates,Sydney to Copenhagen via Dubai,0.408
Singapore Airlines,Sydney to Copenhagen via Singapore,0.7316
Singapore Airlines,Sydney to Copenhagen via Singapore,0.8481
Singapore Airlines,Sydney to Delhi via Singapore,0.9632
Qatar Airways,Sydney to Doha,-0.801
Qatar Airways,Sydney to Doha,0.3591
Qatar Airways,Sydney to Doha,0.9778
Qatar Airways,Sydney to Doha,0.1899
Qatar Airways,Sydney to Doha,-0.5424
Qatar Airways,Sydney to Doha,0.9819
Qatar Airways,Sydney to Doha,0.7408
Qatar Airways,Sydney to Doha,-0.0794
Emirates,Sydney to Dubai,0.7906
Emirates,Sydney to Dubai,-0.7351
Emirates,Sydney to Dubai,0.7484
Emirates,Sydney to Dubai,-0.6886
Emirates,Sydney to Dubai,0.5709
Emirates,Sydney to Dubai,0.9926
Cathay Pacific Airways,Sydney to Dubai via Hong Kong,-0.9359
Qatar Airways,Sydney to Dublin via Doha,0.983
Qatar Airways,Sydney to Edinburgh via Doha,0.9932
Singapore Airlines,Sydney to Frankfurt via Singapore,0.9939
All Nippon Airways,Sydney to Fukuoka via Tokyo,0.9784
Emirates,Sydney to Gatwick via Dubai,-0.7476
Qatar Airways,Sydney to Gothenburg via Doha,0.9682
Qatar Airways,Sydney to Helsinki via Doha,0.8034
Cathay Pacific Airways,Sydney to Hong Kong,0.6694
Cathay Pacific Airways,Sydney to Hong Kong,0.9676
Cathay Pacific Airways,Sydney to Hong Kong,-0.9564
Cathay Pacific Airways,Sydney to Hong Kong,-0.6439
Cathay Pacific Airways,Sydney to Hong Kong,-0.9381
Cathay Pacific Airways,Sydney to Hong Kong,0.1395
Singapore Airlines,Sydney to Hong Kong via Singapore,0.9711
Cathay Pacific Airways,Sydney to Hong kong,-0.9454
Korean Air,Sydney to Incheon,0.7737
Cathay Pacific Airways,Sydney to Incheon via Hong Kong,-0.9654
Turkish Airlines,Sydney to Istanbul,-0.8807
Singapore Airlines,Sydney to Istanbul via Singapore,-0.6369
Singapore Airlines,Sydney to Istanbul via Singapore,0.9278
Emirates,Sydney to Kathmandu via Dubai,-0.8765
Emirates,Sydney to London,0.7264
Singapore Airlines,Sydney to London  via Singapore,0.9789
All Nippon Airways,Sydney to London Heathrw via Tokyo Haneda,0.7245
Qatar Airways,Sydney to London via Doha,-0.4019
Qatar Airways,Sydney to London via Doha,0.6948
Qatar Airways,Sydney to London via Doha,-0.6197
Qatar Airways,Sydney to London via Doha,0.9565
Qatar Airways,Sydney to London via Doha,0.9782
Emirates,Sydney to London via Dubai,-0.6574
Cathay Pacific Airways,Sydney to London via Hong Kong,0.9455
Cathay Pacific Airways,Sydney to London via Hong Kong,-0.9088
Cathay Pacific Airways,Sydney to London via Hong Kong,-0.8556
Cathay Pacific Airways,Sydney to London via Hong Kong,0.455
Cathay Pacific Airways,Sydney to London via Hong Kong,0.9893
Cathay Pacific Airways,Sydney to London via Hong Kong,0.5475
Cathay Pacific Airways,Sydney to London via Hong Kong,-0.8644
Singapore Airlines,Sydney to London via Singapore,-0.8327
Singapore Airlines,Sydney to London via Singapore,0.9505
Singapore Airlines,Sydney to London via Singapore,0.6597
Singapore Airlines,Sydney to London via Singapore,0.0
Singapore Airlines,Sydney to London via Singapore,0.9607
All Nippon Airways,Sydney to London via Tokyo,0.9733
Japan Airlines,Sydney to London via Tokyo,0.9038
Qatar Airways,Sydney to Madrid via Doha,0.8919
Emirates,Sydney to Madrid via Dubai,0.3582
Singapore Airlines,Sydney to Manchester via Singapore,0.6952
Qatar Airways,Sydney to Milan via Doha,0.8887
Emirates,Sydney to Moscow via Dubai,0.5267
Cathay Pacific Airways,Sydney to Mumbai via Hong Kong,0.9469
Singapore Airlines,Sydney to Mumbai via Singapore,0.9829
Singapore Airlines,Sydney to Munich via Singapore,-0.9644
Qatar Airways,Sydney to Nairobi via Doha,0.9124
Singapore Airlines,Sydney to New Delhi via Singapore,0.9685
Qatar Airways,Sydney to New York via Doha,0.8573
Qatar Airways,Sydney to Nice via Doha,0.9275
Air France,Sydney to Paris CDG via Shanghai,0.975
Qatar Airways,Sydney to Paris via Doha,0.9464
Qatar Airways,Sydney to Paris via Doha,-0.2306
Emirates,Sydney to Paris via Dubai,-0.7839
Emirates,Sydney to Paris via Dubai,-0.6961
Cathay Pacific Airways,Sydney to Phuket via Hong Kong,0.4752
Emirates,Sydney to Prague via Dubai,-0.9929
Qatar Airways,Sydney to Rome via Doha,0.5563
Emirates,Sydney to Rome via Dubai,-0.631
Singapore Airlines,Sydney to Rome via Singapore,0.8968
Cathay Pacific Airways,Sydney to San Francisco via Hong Kong,0.9545
Qatar Airways,Sydney to Sao Paulo via Doha,-0.9042
All Nippon Airways,Sydney to Sapporo via Tokyo Haneda,0.9617
Korean Air,Sydney to Seoul,-0.995
Singapore Airlines,Sydney to Singapore,-0.6361
Singapore Airlines,Sydney to Singapore,0.9032
Singapore Airlines,Sydney to Singapore,0.9746
Singapore Airlines,Sydney to Singapore,-0.8987
Singapore Airlines,Sydney to Singapore,-0.7713
Singapore Airlines,Sydney to Singapore,0.9793
Singapore Airlines,Sydney to Singapore,0.8411
Singapore Airlines,Sydney to Singapore,0.8313
Singapore Airlines,Sydney to Singapore,0.977
Singapore Airlines,Sydney to Singapore,0.9324
Singapore Airlines,Sydney to Singapore,-0.4678
Singapore Airlines,Sydney to Singapore,-0.3697
Singapore Airlines,Sydney to Singapore,-0.1496
Singapore Airlines,Sydney to Singapore,0.967
Singapore Airlines,Sydney to Singapore,-0.1779
Singapore Airlines,Sydney to Singapore,0.9544
Emirates,Sydney to Sofia via Dubai,-0.296
Emirates,Sydney to Sofia via Dubai,-0.8235
Emirates,Sydney to Sulaymaniyah via Bangkok / Dubai,-0.934
Cathay Pacific Airways,Sydney to Tel-Aviv via Hong Kong,-0.0463
All Nippon Airways,Sydney to Tokyo,0.9938
Japan Airlines,Sydney to Tokyo,-0.9496
Japan Airlines,Sydney to Tokyo,0.9413
Japan Airlines,Sydney to Tokyo,-0.6801
All Nippon Airways,Sydney to Tokyo Haneda,0.9946
Japan Airlines,Sydney to Tokyo Narita,0.9654
Cathay Pacific Airways,Sydney to Tokyo via Hong Kong,-0.765
Cathay Pacific Airways,Sydney to Tokyo via Hong Kong,0.9426
Korean Air,Sydney to Toronto via Seoul,0.7267
Singapore Airlines,Sydney to Trivandrum via Singapore,0.8689
Qatar Airways,Sydney to Venice via Doha,0.9932
Qatar Airways,Sydney to Vienna via Doha,-0.8402
Qatar Airways,Sydney to Warsaw via Doha,0.2484
Cathay Pacific Airways,Sydney to Zurich via Hong Kong,0.967
Singapore Airlines,Sydney to to Singapore,0.9373
Korean Air,Sydney to- New York via Soul,-0.0015
Qatar Airways,São Paulo to Athens via Doha,0.99
Qatar Airways,São Paulo to Cape Town via Doha,0.2028
Turkish Airlines,São Paulo to Jakarta via Istanbul,-0.9475
All Nippon Airways,TAK to HND,0.8987
Japan Airlines,TAK to HND,-0.0018
Turkish Airlines,TBS to DUS via SAW,0.249
EVA Air,TEP to JFK,0.9855
Qatar Airways,TIF to BKK via DOH,0.9855
Air France,TLS to JFK via CDG,0.9666
Emirates,TPE to AMS,-0.9445
Cathay Pacific Airways,TPE to DEL via HKG,-0.1027
EVA Air,TPE to FUK,-0.7498
EVA Air,TPE to HKG,0.9457
EVA Air,TPE to IST,0.9832
EVA Air,TPE to LAX,0.8464
Japan Airlines,TPE to LAX via KIX,0.7447
EVA Air,TPE to SGN,0.9772
Singapore Airlines,TPE to SIN,0.9664
Singapore Airlines,TPE to SIN via JNB,0.9287
EVA Air,TPE to YVR,0.6361
Qatar Airways,TUN to NRT via DOH,0.9696
Turkish Airlines,TXL to ABV via IST,0.9906
Air France,TXL to CDG,-0.9308
Qatar Airways,TXL to DPS via DOH,0.9779
Turkish Airlines,TXL to KUL via IST,0.9472
Turkish Airlines,TXL to SIN via IST,0.9787
Qatar Airways,Taif to Madrid via Doha,0.9926
EVA Air,Taipei Taoyuan Airport to Chiang Mai,0.9682
EVA Air,Taipei to Amsterdam via Bangkok,0.9514
Emirates,Taipei to Amsterdam via Dubai,-0.872
EVA Air,Taipei to Bangkok,0.9091
EVA Air,Taipei to Bangkok,0.9864
EVA Air,Taipei to Bangkok,0.9818
EVA Air,Taipei to Bangkok,0.9749
EVA Air,Taipei to Bangkok,0.9744
Turkish Airlines,Taipei to Bremen via Istanbul,-0.9459
EVA Air,Taipei to Brisbane,-0.5034
Emirates,Taipei to Budapest via Dubai,0.9224
EVA Air,Taipei to Chiang Mai,0.85
EVA Air,Taipei to Chiang Mai,0.9862
EVA Air,Taipei to Chicago,0.835
Emirates,Taipei to Dubai,0.9915
Cathay Pacific Airways,Taipei to Hong Kong,0.2328
Cathay Pacific Airways,Taipei to Hong Kong,-0.6996
Cathay Pacific Airways,Taipei to Hong Kong,0.8883
EVA Air,Taipei to Hong Kong,0.5937
Cathay Pacific Airways,Taipei to Hong Kong,-0.7049
EVA Air,Taipei to Hong Kong,0.7496
Cathay Pacific Airways,Taipei to Hong Kong,-0.4215
EVA Air,Taipei to Hong Kong,-0.4767
Cathay Pacific Airways,Taipei to Hong Kong,0.3612
EVA Air,Taipei to Houston,-0.1571
EVA Air,Taipei to Houston,0.9434
EVA Air,Taipei to Incheon,0.982
EVA Air,Taipei to Jakarta,0.6174
Cathay Pacific Airways,Taipei to Kansai,0.8869
EVA Air,Taipei to Kansai,-0.3612
EVA Air,Taipei to London,-0.8608
EVA Air,Taipei to London via Bangkok,0.8639
EVA Air,Taipei to London via Bangkok,0.989
Emirates,Taipei to London via Dubai,0.962
Emirates,Taipei to London via Dubai,0.9773
EVA Air,Taipei to Los Angeles,0.7422
EVA Air,Taipei to Los Angeles,0.945
EVA Air,Taipei to Los Angeles,0.9499
EVA Air,Taipei to Los Angeles,0.4576
EVA Air,Taipei to Manila,0.9891
EVA Air,Taipei to Manila,0.9309
EVA Air,Taipei to Manila,-0.5267
All Nippon Airways,Taipei to Narita,-0.8458
Japan Airlines,Taipei to Narita,-0.8903
EVA Air,Taipei to New York,0.7506
EVA Air,Taipei to New York JFK,0.9768
Cathay Pacific Airways,Taipei to Paris via Hong Kong,0.9392
Turkish Airlines,Taipei to Paris via Istanbul,-0.5318
EVA Air,Taipei to Phnom Penh,0.8157
Turkish Airlines,Taipei to Porto via Istanbul,-0.7965
EVA Air,Taipei to San Francisco,-0.9354
EVA Air,Taipei to San Francisco,-0.4939
EVA Air,Taipei to San Francisco,0.9647
EVA Air,Taipei to San Francisco,-0.5037
Korean Air,Taipei to San Francisco via Incheon,0.7984
Turkish Airlines,Taipei to Sao Paulo via Istanbul,-0.9427
EVA Air,Taipei to Seattle,-0.0788
Korean Air,Taipei to Seoul,0.9337
EVA Air,Taipei to Seoul,-0.8961
EVA Air,Taipei to Shanghai,0.9856
Singapore Airlines,Taipei to Singapore,0.9714
EVA Air,Taipei to Tokyo,0.9509
EVA Air,Taipei to Tokyo Narita,-0.4678
EVA Air,Taipei to Toronto,0.997
EVA Air,Taipei to Vancouver,0.9903
EVA Air,Taipei to Vancouver,0.7372
EVA Air,Taipei to Vancouver,0.9147
Turkish Airlines,Tallin to Singapore via Istanbul,0.9353
Turkish Airlines,Tallinn to Jakarta via Istanbul,-0.9306
Japan Airlines,Tan Son Nhat to San Francisco via Tokyo,0.9601
Turkish Airlines,Tashkent to Belgrade via Istanbul,-0.9918
Turkish Airlines,Tashkent to Istanbul,-0.9229
Turkish Airlines,Tashkent to Istanbul,-0.9345
Turkish Airlines,Tashkent to Istanbul,-0.5574
Turkish Airlines,Tashkent to London via Istanbul,-0.2969
Turkish Airlines,Tashkent to Toronto via Istanbul,-0.6705
Turkish Airlines,Tashkent to Zurich via Istanbul,0.8658
Turkish Airlines,Tbilisi to Amsterdam via Istanbul,0.8765
Turkish Airlines,Tbilisi to Bahrain via Istanbul,-0.1779
Turkish Airlines,Tbilisi to Berlin via Istanbul,-0.7906
Qatar Airways,Tbilisi to Doha,-0.9083
Qatar Airways,Tbilisi to Doha,0.3309
Turkish Airlines,Tbilisi to Istanbul,-0.8891
Turkish Airlines,Tbilisi to Istanbul,-0.9744
Turkish Airlines,Tbilisi to Istanbul,-0.9178
Qatar Airways,Tbilisi to Jakarta via Doha,0.1807
Qatar Airways,Tbilisi to Kuala Lumpur via Baku / Doha,0.9412
Turkish Airlines,Tbilisi to Munich via Istanbul,0.9877
Air France,Tbilisi to Paris,-0.9906
Turkish Airlines,Tbilisi to Stockholm via Istanbul,-0.926
Qatar Airways,Tblisi to Chicago via Doha,-0.0772
Turkish Airlines,Teheran to Rome via Istanbul,0.9422
Emirates,Tehran to Auckland via Dubai,-0.624
Turkish Airlines,Tehran to Chicago via Istanbul,-0.9808
Qatar Airways,Tehran to Copenhagen via Doha,0.9748
Qatar Airways,Tehran to Dallas via Doha,0.8625
Turkish Airlines,Tehran to Istanbul via Rome,-0.4251
Turkish Airlines,Tehran to Izmir,-0.2838
Turkish Airlines,Tehran to Malaga via Istanbul,-0.541
Turkish Airlines,Tehran to New York via Istanbul,-0.34
Qatar Airways,Tehran to Perth via Doha,0.8571
Turkish Airlines,Tehran to San Francisco via Istanbul,-0.3431
Qatar Airways,Tehran to Seattle via Doha,-0.85
Emirates,Tehran to Seattle via Dubai,0.0
Turkish Airlines,Tehran to Stansted via Istanbul,-0.5423
Qatar Airways,Tehran to Stockholm via Doha,0.9366
Turkish Airlines,Tehran to Stockholm via Istanbul,-0.068
Air France,Tehran to Toronto via Paris,0.7616
Turkish Airlines,Tel Aviv to Amsterdam,0.9628
Turkish Airlines,Tel Aviv to Bangkok via Istanbul,0.8957
Turkish Airlines,Tel Aviv to Boston via Istanbul,0.9595
Turkish Airlines,Tel Aviv to Brussels via Istanbul,-0.8219
Turkish Airlines,Tel Aviv to Brussels via Istanbul,-0.8578
Turkish Airlines,Tel Aviv to Dallas via Istanbul,-0.7876
Turkish Airlines,Tel Aviv to Istanbul,-0.8962
Turkish Airlines,Tel Aviv to Istanbul,-0.9912
Turkish Airlines,Tel Aviv to Istanbul,-0.9765
Turkish Airlines,Tel Aviv to Manila via Istanbul,-0.5849
Turkish Airlines,Tel Aviv to Miami,-0.8777
Turkish Airlines,Tel Aviv to Milan via Istanbul SAW,-0.5732
Turkish Airlines,Tel Aviv to New York via Istanbul,-0.9546
Air France,Tel Aviv to Paris,-0.9383
Turkish Airlines,Tel Aviv to San Francisco via Istanbul,-0.7845
Korean Air,Tel Aviv to Seoul,0.9651
Turkish Airlines,Tel Aviv to Singapore via Istanbul,-0.9358
Turkish Airlines,Tel Aviv to Singapore via Istanbul,-0.8338
Emirates,Tel Aviv to Sydney,0.8852
Air France,Tel Aviv to Toronto via Paris,-0.2636
Turkish Airlines,Tel Aviv to Vienna via Istanbul,0.3506
Air France,Tel Avivi to Stockholm via Paris CDG,0.4215
Qatar Airways,Thailand to Madrid via Doha,0.9562
Turkish Airlines,Thessaloniki to Bilbao via Instanbul,-0.8962
Qatar Airways,Thiruvananthapuram to Doha,0.3291
Turkish Airlines,Tirana to Istanbul,-0.908
Japan Airlines,Tokyo  to Bangkok,-0.5413
All Nippon Airways,Tokyo  to Hong Kong,0.9761
All Nippon Airways,Tokyo Haneda to Bangkok,0.9287
Japan Airlines,Tokyo Haneda to Bangkok,0.9143
Japan Airlines,Tokyo Haneda to Bangkok,0.8968
Japan Airlines,Tokyo Haneda to Bangkok Suvarnabhuni,0.9575
Japan Airlines,Tokyo Haneda to Fukuoka,0.9492
All Nippon Airways,Tokyo Haneda to Fukuoka,0.7469
All Nippon Airways,Tokyo Haneda to Hong Hong,0.8126
All Nippon Airways,Tokyo Haneda to Ishigaki,0.982
Japan Airlines,Tokyo Haneda to London,0.9862
All Nippon Airways,Tokyo Haneda to London,0.926
All Nippon Airways,Tokyo Haneda to London,0.8466
Japan Airlines,Tokyo Haneda to London,0.9701
All Nippon Airways,Tokyo Haneda to London Heathrow,0.9852
All Nippon Airways,Tokyo Haneda to Los Angeles,-0.8316
Singapore Airlines,Tokyo Haneda to Melbourne via Singapore,0.8876
Japan Airlines,Tokyo Haneda to New York JFK,0.9923
All Nippon Airways,Tokyo Haneda to Okinawa,-0.654
All Nippon Airways,Tokyo Haneda to San Francisco,0.9546
All Nippon Airways,Tokyo Haneda to Sapporo,-0.6055
Korean Air,Tokyo Haneda to Seoul Gimpo,0.836
All Nippon Airways,Tokyo Haneda to Singapore,0.9774
Singapore Airlines,Tokyo Haneda to Singapore,0.9873
All Nippon Airways,Tokyo Haneda to Sydney,0.961
Japan Airlines,Tokyo Haneda to Taipei,0.9887
Japan Airlines,Tokyo Haneda to Taipei,-0.7795
All Nippon Airways,Tokyo Haneda to Taipei,0.7047
All Nippon Airways,Tokyo Haneda to Tsushima via Fukuoka,0.7645
All Nippon Airways,Tokyo Haneda to Vancouver,0.9957
All Nippon Airways,Tokyo Narita (NRT) to Chicago O'Hare (ORD),0.9972
All Nippon Airways,Tokyo Narita to Bangkok,0.8098
Japan Airlines,Tokyo Narita to Busan,0.9661
Emirates,Tokyo Narita to Casablanca via Dubai,0.9869
Emirates,Tokyo Narita to Dubai,0.1124
All Nippon Airways,Tokyo Narita to Dusseldorf,0.9796
Japan Airlines,Tokyo Narita to Frankfurt,0.9442
Japan Airlines,Tokyo Narita to Ho Chi Minh city,-0.2263
Cathay Pacific Airways,Tokyo Narita to Hong Kong,0.4248
All Nippon Airways,Tokyo Narita to Jakarta,0.9871
Japan Airlines,Tokyo Narita to Kuala Lumpur,0.9441
Japan Airlines,Tokyo Narita to Kuala Lumpur,0.9982
Emirates,Tokyo Narita to Manchester via Dubai,0.9942
All Nippon Airways,Tokyo Narita to Manila,0.6378
Japan Airlines,Tokyo Narita to Melbourne,0.9402
Japan Airlines,Tokyo Narita to Melbourne,0.9936
Japan Airlines,Tokyo Narita to San Diego,0.8061
All Nippon Airways,Tokyo Narita to San Francisco,0.9699
Japan Airlines,Tokyo Narita to Seattle,0.9705
Japan Airlines,Tokyo Narita to Singapore,-0.92
All Nippon Airways,Tokyo Narita to Singapore,0.9839
Japan Airlines,Tokyo Narita to Sydney,0.9327
Japan Airlines,Tokyo Narita to Taipei,0.9705
Emirates,Tokyo Narita to Tunis via Dubai,-0.9011
Japan Airlines,Tokyo Narita to Vancouver,0.9946
All Nippon Airways,Tokyo ta to Kuala Lumpur,0.6486
Qatar Airways,Tokyo to Athens via Doha,0.8186
Qatar Airways,Tokyo to Athens via Doha,0.9349
Japan Airlines,Tokyo to Bangkok,0.9504
All Nippon Airways,Tokyo to Bangkok,0.9865
All Nippon Airways,Tokyo to Bangkok,0.6902
All Nippon Airways,Tokyo to Bangkok,0.9556
All Nippon Airways,Tokyo to Beijing,0.9516
Emirates,Tokyo to Birmingham via Dubai,-0.7825
Air France,Tokyo to Birmingham via Paris CDG,0.2609
Qatar Airways,Tokyo to Casablanca via Doha,0.6997
Japan Airlines,Tokyo to Chicago,-0.3849
Japan Airlines,Tokyo to Dallas,0.7996
Japan Airlines,Tokyo to Delhi,-0.0719
Emirates,Tokyo to Dubai,-0.7315
All Nippon Airways,Tokyo to Frankfurt,0.9704
Japan Airlines,Tokyo to Frankfurt,0.2451
All Nippon Airways,Tokyo to Frankfurt,-0.4999
Air France,Tokyo to Freetown via Paris,0.9132
All Nippon Airways,Tokyo to Fukuoka,0.3612
Japan Airlines,Tokyo to Gimhae,0.934
Japan Airlines,Tokyo to Ho Chi Minh City,0.9282
Cathay Pacific Airways,Tokyo to Hong Kong,0.9588
Cathay Pacific Airways,Tokyo to Hong Kong,0.9738
Japan Airlines,Tokyo to Honolulu,0.9628
Japan Airlines,Tokyo to Honolulu,0.9501
Japan Airlines,Tokyo to Honolulu,0.9345
All Nippon Airways,Tokyo to Houston,-0.25
Turkish Airlines,Tokyo to Istanbul,-0.5423
Cathay Pacific Airways,Tokyo to Jakarta via Hongkong,-0.8734
Japan Airlines,Tokyo to Kuala Lumpur,0.9862
All Nippon Airways,Tokyo to Kuala Lumpur,0.9233
Japan Airlines,Tokyo to Kuala Lumpur,0.76
All Nippon Airways,Tokyo to Kuala Lumpur,-0.7839
